student_id,course,violation_type,required_prerequisite,may_take_concurrently,summer_only,notes
S02717,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02717,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02718,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02719,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02719,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02720,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02722,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02722,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02723,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02723,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02723,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02724,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02724,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02724,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02725,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02726,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02726,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02726,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02726,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02728,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02729,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02729,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02729,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02730,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02730,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02731,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02731,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02731,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02732,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02733,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02733,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02733,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02734,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02734,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02734,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02735,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02735,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02737,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02737,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02737,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02738,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02738,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02739,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02739,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02740,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02740,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02740,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02741,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02741,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02742,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02742,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02744,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02745,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02745,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02746,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02746,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02746,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02747,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02747,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02748,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02748,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02749,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02750,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02750,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02750,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02750,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02752,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02753,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02753,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02755,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02756,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02757,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02757,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02757,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02758,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02758,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02758,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02759,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02759,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02760,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02762,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02762,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02762,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02762,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02763,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02763,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02763,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02764,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02765,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02766,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02767,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02768,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02769,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02769,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02769,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02770,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02770,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02770,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02770,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02772,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02772,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02773,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02773,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02774,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02776,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02776,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02776,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02776,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02777,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02777,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02777,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02777,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02778,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02778,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02779,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02779,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02780,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02780,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02781,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02782,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02783,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02783,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02784,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02785,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02785,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02786,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02787,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02787,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02788,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02788,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02789,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02789,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02789,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02789,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02790,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02790,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02790,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02790,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02791,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02792,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02792,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02792,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02794,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02794,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02795,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02797,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02798,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02798,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02799,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02799,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02800,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02801,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02801,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02801,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02803,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02805,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02805,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02806,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02807,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02808,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02808,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02809,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02809,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02809,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02812,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02812,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02813,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02814,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02814,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02815,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02816,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02816,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02817,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02817,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02817,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02817,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02818,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02819,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02819,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02820,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02820,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02820,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02821,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02822,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02822,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02823,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02823,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02823,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02824,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02825,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02826,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02826,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02826,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02827,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02827,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02827,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02827,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02827,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02828,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02829,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02829,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02830,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02831,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02831,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02832,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02832,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02832,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02833,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02833,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02833,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02833,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02834,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02834,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02834,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02836,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02836,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02836,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02837,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02837,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02838,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02838,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02839,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02840,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02841,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02841,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02841,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02842,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02842,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02842,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02842,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02843,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02843,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02844,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02844,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02845,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02846,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02846,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02847,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02847,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02848,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02848,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02848,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02849,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02849,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02850,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02852,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02853,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02854,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02854,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02855,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02855,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02856,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02856,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02856,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02857,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02858,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02859,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02859,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02859,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02859,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02860,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02860,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02860,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02860,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02862,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02862,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02862,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02863,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02863,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02863,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02863,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02864,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02864,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02865,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02865,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02865,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02866,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02867,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02867,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02868,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02868,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02868,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02868,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02869,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02869,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02870,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02871,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02872,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02872,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02873,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02873,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02873,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02874,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02874,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02877,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02877,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02877,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02878,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02878,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02880,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02881,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02881,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02881,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02882,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S02882,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02883,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02883,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02884,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02884,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02884,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S02885,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02885,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02886,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02886,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02887,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02888,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02889,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02890,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02891,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S02891,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02892,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02893,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02894,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02894,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02895,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02896,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02896,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02896,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02897,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02897,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02898,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02899,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S02899,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S02899,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02900,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02902,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02903,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S02904,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S02904,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02904,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02905,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S02905,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S02905,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S02906,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
